              SYMBOL,  5_DAY_MOVE, 20_DAY_MOVE          CYBERMEDIA,        9.94,       11.24
           INDNIPPON,       10.58,       23.57
          ABIRLANUVO,       10.56,       10.49
               GEPIL,       10.54,       16.57
          MOTILALOFS,       10.44,       19.00
                PPAP,       10.41,       23.32
            PATELENG,       10.40,       32.94
          PARABDRUGS,       10.37,        5.23
          BALRAMCHIN,       10.18,       13.57
          NAHARINDUS,       10.18,       29.86
             MENONBE,       10.17,       10.69
              TARMAT,       10.17,       34.90
                PDPL,       10.13,        8.93
             VENKEYS,       10.10,       55.43
             STINDIA,       10.06,       15.31
                OISL,       10.00,       12.82
            SAMBHAAV,       10.00,       38.58
          CHEMFALKAL,        1.99,       12.87
                RKDL,        1.99,       -9.69
                 NTL,        1.98,      -11.21
          SUNDRMBRAK,        1.98,       16.01
                CAPF,        1.96,        7.93
              CENTUM,        1.96,        4.11
          AVANTIFEED,        1.95,       25.31
          GULFOILLUB,        1.94,        8.26
              DONEAR,        1.92,       -5.35
          GANESHHOUC,        1.92,       34.72
            HERCULES,        1.92,       12.17
          CASTEXTECH,        1.91,       -6.98
              RALLIS,        1.91,        4.66
               ZUARI,        1.90,       21.09
          APCOTEXIND,        1.88,       13.98
          ALKYLAMINE,        1.87,       18.57
            MAXINDIA,        1.87,       -0.23
          JUNIORBEES,        1.86,        5.56
            ANSALHSG,        1.85,       45.70
           DALMIABHA,        1.85,       10.58
               OMAXE,        1.85,       13.33
                OCCL,        1.83,        8.60
              VOLTAS,        1.83,        6.97
            CAPTRUST,        1.82,       -7.12
              TNTELE,        1.82,       -1.75
          MANGTIMBER,        1.81,        6.17
                 PFC,        1.80,        9.16
             SNOWMAN,        1.80,       -2.88
           ARCHIDPLY,        1.79,        9.94
          DOLPHINOFF,        1.79,        7.54
                 UFO,        1.79,        5.68
              SUZLON,        1.78,        5.82
          HISARMETAL,        1.77,       -3.56
          RELCAPITAL,        1.77,        2.11
                 HPL,        1.75,       14.44
                ICSA,        1.75,        3.57
             TNPETRO,        1.75,       47.39
          BHARTIARTL,        1.73,        1.22
                MMFL,        1.71,       11.63
          EIHAHOTELS,        1.70,       11.15
               MHRIL,        1.69,        7.11
             CEATLTD,        1.68,       10.22
             ESCORTS,        1.68,        4.31
          INDIANCARD,        1.68,        3.60
          TATAINVEST,        1.68,        8.63
          PROZONINTU,        1.67,       27.83
          TIPSINDLTD,        1.67,       15.46
               GIPCL,        1.66,        7.87
          BAFNAPHARM,        1.65,        0.82
          MIDCAPIWIN,        1.64,        6.50
                 TCI,        1.64,        7.64
                 CCL,        1.63,        7.34
           CONTROLPR,        1.63,       -2.56
           GRINDWELL,        1.63,       14.46
           STERTOOLS,        1.63,       27.37
                AIFL,        1.62,        8.25
          BANKBARODA,        1.62,        5.83
           BATAINDIA,        1.62,        7.49
           ASHIMASYN,        1.61,       30.80
          KELLTONTEC,        1.61,       -8.22
              LAKPRE,        1.61,        1.11
           INGERRAND,        1.60,       18.83
           KOTAKBANK,        1.60,        4.16
            GLOBOFFS,        1.59,       17.33
          KAVVERITEL,        1.59,       20.75
            ARVSMART,        1.58,       24.33
                IDBI,        1.58,       -2.44
               NITCO,        1.58,       21.31
                 NDL,        1.57,        3.10
           UNITEDBNK,        1.56,       -9.52
             J&KBANK,        1.55,        5.35
          BAJAJ-AUTO,        1.53,        0.87
             CGPOWER,        1.53,        3.23
          EVERESTIND,        1.53,       10.38
           AMTEKAUTO,        1.52,       -4.02
          ASAHIINDIA,        1.52,        4.32
          GENUSPOWER,        1.52,        8.25
          NRBBEARING,        1.52,       14.50
           SITASHREE,        1.52,       -5.63
           PAPERPROD,        1.51,        8.53
            SETFNN50,        1.49,        5.49
          GREAVESCOT,        1.48,        4.95
          DYNAMATECH,        1.47,       -3.20
               ESTER,        1.47,        4.77
             SEQUENT,        1.47,       -2.59
              CIMMCO,        1.46,       -2.47
             KMSUGAR,        1.46,        3.74
                HSIL,        1.45,        5.38
          GANDHITUBE,        1.44,        1.43
          HARRMALAYA,        1.44,        1.50
          TOKYOPLAST,        1.44,       23.47
               ABFRL,        1.43,       16.11
            INFINITE,        1.43,        1.06
             HCLTECH,        1.42,       -6.13
              VISHNU,        1.42,        7.40
                LITL,        1.41,        4.35
             POKARNA,        1.41,       35.32
               JSWHL,        1.38,        3.41
            SHEMAROO,        1.38,        7.63
             SYNGENE,        1.37,        1.03
           BODALCHEM,        1.36,       10.71
                M100,        1.36,        4.20
                SPAL,        1.36,       -5.93
               SUBEX,        1.36,       -3.86
             SIEMENS,        1.34,        6.14
                ZEEL,        1.34,        1.18
                LPDC,        1.33,        8.57
          NIF100IWIN,        1.33,        1.66
             SPENTEX,        1.32,       14.93
           MARALOVER,        1.31,       14.20
          NAVINFLUOR,        1.31,        7.95
           NIFTYIWIN,        1.30,        1.40
            APARINDS,        1.29,        8.96
           BANKINDIA,        1.29,       15.26
           SHYAMCENT,        1.29,       -4.85
               DABUR,        1.28,        4.28
           NIFTYBEES,        1.28,        0.89
                 OCL,        1.28,        9.30
          PCJEWELLER,        1.28,        2.38
            SGBAUG24,        1.27,        0.01
              HONAUT,        1.24,        9.73
           POWERGRID,        1.24,        5.73
           RAIREKMOH,        1.24,      -14.02
          SURYAROSNI,        1.24,        7.33
              DAAWAT,        1.23,       12.81
          MANAPPURAM,        1.23,       -2.53
              RELAXO,        1.23,        6.06
           REPCOHOME,        1.23,       12.54
             FIEMIND,        1.21,       21.18
             TARAPUR,        1.21,       -2.34
                 BSE,        1.20,        6.85
              MADHAV,        1.20,        5.39
            WONDERLA,        1.20,        0.91
            CORPBANK,        1.19,       14.61
          KALYANIFRG,        1.19,       -9.79
            PRATIBHA,        1.19,       11.30
             MANINDS,        1.18,        0.11
               ORTEL,        1.18,        4.20
               RAMKY,        1.18,        6.38
                RCOM,        1.18,      -11.00
          VADILALIND,        1.18,        8.47
           CELESTIAL,        1.16,       -1.50
          HEXATRADEX,        1.15,       19.95
          INEOSSTYRO,        1.15,       18.64
          TATAMETALI,        1.15,       29.57
           PHOENIXLL,        1.14,        4.97
             SANDESH,        1.14,        0.21
          MANAKSTEEL,        1.13,       33.58
          CAMLINFINE,        1.12,        3.85
              CONCOR,        1.12,       -3.72
                 TWL,        1.12,        5.39
            GOODLUCK,        1.11,        9.73
           SETFNIF50,        1.11,        1.42
           COX&KINGS,        1.10,        9.04
          INDIANHUME,        1.10,       12.82
           MANUGRAPH,        1.09,       14.63
                NSIL,        1.09,        3.31
              IFBIND,        1.08,        4.94
             SITINET,        1.08,       -1.05
                 IOB,        1.07,        6.17
                 MCX,        1.07,       -4.67
          WELSPUNIND,        1.07,        9.35
               JOCIL,        1.06,        5.48
           TECHNOFAB,        1.06,        7.95
             APTECHT,        1.03,       -2.59
          FEDERALBNK,        1.03,        3.39
            STCINDIA,        1.03,       10.57
                FMNL,        1.02,        2.91
                 PVR,        1.01,       11.07
          TORNTPHARM,        1.01,        4.01
          KOTHARIPRO,        1.00,        4.08
          VINDHYATEL,        0.99,        7.78
           BAJAJELEC,        0.98,       10.58
          IFGLREFRAC,        0.98,       19.50
          KOTAKBKETF,        0.98,        3.29
          SHREEPUSHK,        0.97,        6.37
               TANLA,        0.97,        3.68
          CARERATING,        0.96,        4.70
                 IGL,        0.96,        5.15
             NECCLTD,        0.96,      -31.84
                 NFL,        0.96,       14.39
          SKMEGGPROD,        0.96,        0.57
             VASWANI,        0.96,       15.38
          LALPATHLAB,        0.95,        2.43
             NELCAST,        0.95,        7.08
           KIRLOSIND,        0.94,       30.87
            PITTILAM,        0.94,        3.79
           PENINLAND,        0.93,       44.41
            SGBNOV24,        0.93,        0.76
           SHILPAMED,        0.93,       11.88
           VISASTEEL,        0.93,        3.57
             CPSEETF,        0.92,        4.85
          LAURUSLABS,        0.92,        1.78
               TMRVL,        0.92,       -6.07
          3IINFOTECH,        0.91,       15.62
             GRAVITA,        0.91,       -4.31
          SHAKTIPUMP,        0.91,       36.27
           BAJAJCORP,        0.90,        6.65
          CARBORUNIV,        0.89,        5.14
          ADANITRANS,        0.88,       34.04
            HINDZINC,        0.86,      -14.85
             PAGEIND,        0.86,       -5.54
            RSYSTEMS,        0.86,        1.35
          KOTAKNIFTY,        0.85,        1.18
                 VTL,        0.85,        0.21
                KAYA,        0.84,       15.60
                 TCS,        0.84,       -4.08
                 BBL,        0.82,       23.49
               PURVA,        0.81,        3.56
                IRFC,        0.80,        2.08
           INVENTURE,        0.79,       -1.92
                 PFS,        0.77,       15.58
          SHARDAMOTR,        0.76,       11.77
           SHREERAMA,        0.75,        8.00
           PRICOLLTD,        0.74,        7.57
              WELENT,        0.74,       25.77
            AARTIIND,        0.73,        2.10
          JAYSREETEA,        0.73,       -1.21
            MAHABANK,        0.73,        1.02
            JINDRILL,        0.72,        4.53
              CEBBCO,        0.71,        3.30
            VIKASECO,        0.71,       -2.06
          SANGHVIFOR,        0.70,        7.05
           IL&FSENGG,        0.69,        4.54
            BANKBEES,        0.67,        3.36
              KINGFA,        0.67,       12.91
          LINDEINDIA,        0.67,       16.47
          ORISSAMINE,        0.67,       -0.57
                VEDL,        0.67,      -13.22
          PHOENIXLTD,        0.66,        5.44
           SETFNIFBK,        0.66,        3.54
          DSKULKARNI,        0.63,       11.62
           HESTERBIO,        0.63,       14.58
           BANARISUG,        0.62,        3.10
               AIRAN,        0.61,       22.56
           POCHIRAJU,        0.61,       11.56
            PETRONET,        0.59,        9.32
                STAR,        0.59,       -3.18
           BRITANNIA,        0.58,        2.73
             FILATEX,        0.58,       21.79
                 GTL,        0.58,        1.75
           HINDPETRO,        0.58,        7.41
                 PTC,        0.58,        9.57
            GILLETTE,        0.57,        1.94
           INTELLECT,        0.57,        6.48
          MUNJALSHOW,        0.57,        3.66
                IZMO,        0.56,       14.93
          PIDILITIND,        0.56,        4.15
              AGCNET,        0.55,       18.13
          HITECHGEAR,        0.55,       11.24
          DBSTOCKBRO,        0.54,       -6.06
            HBLPOWER,        0.54,        8.26
          ORCHIDPHAR,        0.54,       37.17
          BAJAJHLDNG,        0.53,        3.60
              MARICO,        0.53,        3.68
           SUMMITSEC,        0.53,       12.17
          TUBEINVEST,        0.53,       13.97
           RELDIVOPP,        0.52,        0.76
             GANECOS,        0.51,       13.36
               IOLCP,        0.51,      -21.34
           RADIOCITY,        0.51,       -4.31
          JINDALPOLY,        0.50,       -0.37
          MCLEODRUSS,        0.50,        9.02
           JITFINFRA,        0.49,      -22.22
            UTTAMSTL,        0.49,       -4.36
                ENIL,        0.48,       -0.71
              ESSDEE,        0.48,       25.27
                LFIC,        0.48,        3.37
            GODREJCP,        0.47,       -0.67
             63MOONS,        0.45,        1.96
                 BPL,        0.45,       21.92
               HUDCO,        0.45,        0.87
           PARAGMILK,        0.45,        9.33
               REPRO,        0.45,       -0.29
          SUMEETINDS,        0.45,       13.26
            JUBLINDS,        0.44,        0.00
             LAOPALA,        0.44,        2.38
           UNITEDTEA,        0.44,        2.36
            DIVISLAB,        0.43,        1.83
          ECLFINANCE,        0.43,       -2.02
                INFY,        0.42,      -10.17
          DREDGECORP,        0.41,       -1.69
            OMMETALS,        0.41,       18.20
           XCHANGING,        0.41,       -2.09
               EXCEL,        0.40,        2.88
           AURIONPRO,        0.39,        4.09
             SUNFLAG,        0.39,        9.14
           AYMSYNTEX,        0.38,        0.06
                 RML,        0.38,        6.03
          ZENSARTECH,        0.38,       -1.02
               CAIRN,        0.34,       -4.37
             JINDCOT,        0.34,       11.19
                 KSL,        0.34,       -0.48
          UTINIFTETF,        0.34,        1.29
                ALPA,        0.32,       16.40
                BASF,        0.32,        5.95
          WABCOINDIA,        0.32,        2.38
          ADVANIHOTR,        0.31,       12.64
           PARSVNATH,        0.31,       24.51
           SUPERSPIN,        0.31,       36.25
          TTKPRESTIG,        0.31,       13.49
              WHEELS,        0.31,        2.82
             HAVELLS,        0.29,        8.46
                ICRA,        0.29,        3.40
           AXISCADES,        0.28,        7.43
                ONGC,        0.28,       -5.45
          SPECIALITY,        0.28,        5.74
          CAPLIPOINT,        0.27,        1.03
            SGBFEB24,        0.27,        1.10
                BVCL,        0.26,       44.23
           MUKANDLTD,        0.26,        4.22
            ZEEMEDIA,        0.26,        5.98
                MFSL,        0.25,       12.21
            RPPINFRA,        0.25,        4.22
                BYKE,        0.24,       14.27
            CENTENKA,        0.24,        2.40
            POLYPLEX,        0.24,       19.34
          RAJESHEXPO,        0.24,        8.13
            STAMPEDE,        0.24,        1.47
            TEXINFRA,        0.23,        1.79
             DEEPIND,        0.22,       -1.52
                NHAI,        0.22,        1.40
               SABTN,        0.22,       -0.12
            BFINVEST,        0.21,        2.12
             FINPIPE,        0.21,        3.04
             GSKCONS,        0.21,        0.40
                HMVL,        0.21,        2.26
                NDTV,        0.21,        4.45
            NIFTYEES,        0.21,        5.35
           PREMEXPLN,        0.21,       20.30
           VIMTALABS,        0.20,       15.99
            CANTABIL,        0.19,        4.12
              DICIND,        0.19,        7.43
                 IVP,        0.18,       -2.75
           TATASTEEL,        0.18,       -8.62
              FELDVR,        0.17,       10.89
                FLFL,        0.17,       21.77
          INDRAMEDCO,        0.17,        8.39
          ESSARSHPNG,        0.16,        9.66
          SALORAINTL,        0.16,        1.46
           VAKRANGEE,        0.16,        5.34
           SANGINITA,        0.15,       48.21
          SUPREMEIND,        0.15,        3.87
           PEARLPOLY,        0.14,       12.61
                SJVN,        0.14,        4.94
          THOMASCOOK,        0.14,        0.55
          UNIVCABLES,        0.14,       14.55
            VIDEOIND,        0.14,        0.29
          INDUSINDBK,        0.13,        3.17
           JYOTHYLAB,        0.13,       10.74
               MAZDA,        0.13,        6.57
          FEDDERLOYD,        0.12,        8.27
                 M&M,        0.11,       -0.88
          MAHESHWARI,        0.11,        8.95
           KIRLOSENG,        0.10,        1.07
            MOLDTECH,        0.10,        6.33
                 DCM,        0.08,        6.79
          BSLGOLDETF,        0.07,        0.90
           EXCELCROP,        0.07,       -1.37
          BIRLACORPN,        0.06,        8.04
            RRSLGETF,        0.06,        0.54
          BAJAJFINSV,        0.05,        5.87
              DENORA,        0.05,       21.18
          KOLTEPATIL,        0.05,       15.43
                PGHH,        0.05,        5.91
                ABAN,        0.04,        2.05
          TATAMOTORS,        0.03,       -5.64
          AARTIDRUGS,        0.02,        3.11
          ICICIPRULI,        0.02,        7.66
           BHARATRAS,        0.01,        9.13
          IDFNIFTYET,        0.01,       -0.26
